track_name,acousticness,danceability,energy,instrumentalness,loudness,tempo,valence,happiness,sadness,love,calm,energetic
Fendi Gucci Vuitton,0.004792710376,0.8454172367,0.9356609331,0.01637931034,0.8685821697,0.4526922964,0.7494110088,0,0,0,0,1
Be The One,0.1175422648,0.6525307798,0.6491510259,1.40E-05,0.8993823845,0.2268731883,0.356393232,0,0,0,0,1
Ecstasy,0.02386907463,0.2667578659,0.8974596122,0.02855603448,0.9418367347,0.5944133751,0.1004497751,0,0,0,0,1
Wahran (Squid Kids Remix),0.4190654089,0.1983584131,0.7687814784,1.43E-06,0.8942803437,0.4645272743,0.3189119726,0,0,0,0,1
Traffic,0.7165682445,0.8166894665,0.4812662733,0.004181034483,0.7966433942,0.4755307001,0.4891839794,0,0,0,0,1
Heute Nacht,0.01964775061,0.5813953488,0.911533783,0.5150862069,0.823603652,0.5054255849,0.004176483187,0,0,0,0,1
You,0.2662936825,0.7496580027,0.8381470349,0,0.8661922664,0.4158112025,0.6358963375,1,0,0,0,1
Vibration (One More Time) (feat. AR/CO),0.3296135428,0.46374829,0.9597880832,0.03459051724,0.9827604726,0.7336925014,0.09295352324,0,0,0,0,1
Misbehave,0.3225780028,0.7523939808,0.8572476954,0.01174568966,0.8551020408,0.4410622786,0.5502248876,0,0,0,0,1
Love Me Again (feat. AI Vocals),0.005586721323,0.6566347469,0.836136439,0.006433189655,0.7831095596,0.4171697947,0.002248875562,0,0,1,0,1
Trujillana,0.0454782333,0.7291381669,0.8029616077,0.3771551724,0.7985499463,0.4517553363,0.6069822232,0,0,0,0,1
All For One,0.119552419,0.6470588235,0.9849205312,0,0.9141783029,0.5933300149,0.7933176269,0,0,0,0,1
Revolution,0.8552688908,0.1053351573,0.2922702643,0.03286637931,0.6187969925,0.5128451381,0.2921396445,0,0,0,0,1
Tell Me Why - MEDUZA Remix,0.08738995033,0.5157318741,0.9276185498,0.963362069,0.844575725,0.4524931924,0.1572071107,0,0,0,0,1
Vivaldi,0.9618070684,0.3351573187,0.2540689433,0.9622844828,0.5450322234,0.1762129242,0.06639537374,0,0,0,0,1
Huna (feat. Ravid Kahalani),0.0003351932286,0.487004104,0.8964543142,0.01120689655,0.830773362,0.5345240535,0.1968301564,0,0,0,0,1
Zhudio54 - BIJOU Remix,0.04980006503,0.8809849521,0.8049722035,0.4461206897,0.920972073,0.4407811905,0.3178410795,0,0,0,0,1
Get Down,0.1567402735,0.9480164159,0.5576689152,0.0001497844828,0.7716165414,0.3639036102,1,0,0,0,0,1
Tonight,0.07673613257,0.6867305062,0.7818503514,0,0.8669978518,0.300178608,0.8340115656,1,0,0,0,1
The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix),0.05904677478,0.7715458276,0.9075125914,0.963362069,0.7772556391,0.4760108922,0.023988006,0,0,0,0,1
Xanadu,0.6743550043,0.7045143639,0.62301328,0.2273706897,0.7529538131,0.4642754663,0.03737417006,0,0,0,0,1
Babek,0.05402138905,0.5471956224,0.7416384346,3.05E-06,0.81066058,0.6976019676,0.7611908332,0,0,0,0,1
Big Jet Plane,0.2401616767,0.7906976744,0.383752375,0.008146551724,0.7685553169,0.3586273534,0.2557292782,0,0,0,0,1
Ego Death,0.05753915906,0.8673050616,0.5958702361,1.42E-06,0.8409237379,0.3650279624,0.3167701863,0,0,0,0,1
BRAZIL,0.09452599808,0.6880984952,0.6149708966,1.37E-05,0.86066058,0.4237460838,0.67444849,0,0,0,0,1
Papi,0.112516879,0.707250342,0.7396278387,0,0.835311493,0.5355839897,0.5919897194,0,0,0,0,1
Doin' 2 Me,0.01170764115,0.8194254446,0.9638092749,0.1073275862,0.900349087,0.4526864404,0.5405868494,0,0,0,0,1
Problems,0.008008957248,0.60875513,0.849205312,0.03060344828,0.9025510204,0.3239246918,0.5255943457,0,0,0,0,1
Right By You,0.6884260844,0.7373461012,0.472218592,0.000125,0.7429108485,0.3005533921,0.2236024845,0,0,0,0,1
No Cap,0.249207371,0.4445964432,0.7898927347,0,0.9210526316,0.3150235704,0.7504819019,0,0,0,0,1
Feels Like,0.0277888755,0.1627906977,0.899470208,0.6842672414,0.9374865736,0.5902263344,0.4881130863,0,0,0,0,1
To Be Real,0.001254838818,0.6853625171,0.949735104,0.6443965517,0.8785445757,0.4759289081,0.6937245663,1,0,0,0,1
SIN,0.00160661582,0.6538987688,0.7396278387,0.03265086207,0.8554779807,0.4818434691,0.3949453845,0,0,0,0,1
Get Down,0.1567402735,0.9480164159,0.5576689152,0.0001497844828,0.7716165414,0.3639036102,1,0,0,0,0,1
Ininna Tora,0.05834322078,0.7482900137,0.8924331226,0.7273706897,0.897905478,0.5228237637,0.5213107732,0,0,0,0,1
Cruel,0.1175422648,0.5034199726,0.7004212198,2.22E-05,0.8473952739,0.7101923696,0.5662882844,0,0,0,0,1
Blow Ya Mind,0.003114231541,0.634746922,0.9909523187,0.01390086207,0.8866004296,0.4759991802,0.08117369886,0,0,0,0,1
Element,0.03020106066,0.804377565,0.8773536538,2.35E-06,0.8873254565,0.0737446198,0.2889269651,0,0,0,0,1
Maria Maria,0.0407543707,0.8112175103,0.5988861299,0.002165948276,0.8413802363,0.2880742541,0.6905118869,1,0,0,0,1
Move Your Body - RAIZHELL Remix,0.004290171803,0.7989056088,0.9346556352,0.01120689655,0.9154940924,0.4467718795,0.3424716213,0,0,0,0,1
Stay With Me,0.5909336011,0.3201094391,0.4169272064,6.89E-05,0.8276047261,0.2071618891,0.159348897,0,0,0,0,1
Solar System,0.03562847725,0.4924760602,0.9416927206,0.46875,0.9321160043,0.7334758294,0.2867851788,0,0,0,0,1
Passion,0.2572479882,0.8549931601,0.4601550169,0.09159482759,0.6951396348,0.3704623313,0.3521096595,0,0,0,0,1
Darkside,0.3115221542,0.4774281806,0.7124847949,1.70E-06,0.8268528464,0.681164173,0.4484900407,0,0,0,0,1
Asgard Rave,0.002491083709,0.4186046512,0.8954490163,2.88E-06,0.870273899,0.6519778643,0.3510387663,0,0,0,0,1
Like This,0.7527510218,0.7113543092,0.3234344998,0,0.5620837809,0.2773636284,0.4881130863,0,0,0,0,1
Body & Mind,0.03100512238,0.7154582763,0.6762940697,0,0.8461063373,0.4466489035,0.4356393232,0,0,0,0,1
Load Up,0.1356336534,0.60875513,0.785871543,0,0.827980666,0.2536995286,0.5941315057,0,0,0,0,1
Devil,0.0175370886,0.3433652531,0.7587284992,0,0.8681256713,0.1836676134,0.1829085457,0,0,0,0,1
Your Mind,0.4552481862,0.6402188782,0.9758728499,0.9568965517,0.8661385607,0.4643457383,0.5555793532,0,0,0,0,1
Offender,0.003476059314,0.3803009576,1,0.8663793103,1,0.7336749334,0.2557292782,0,0,0,0,1
Skeletons (feat. Robbie Rosen),0.008883374366,0.4952120383,0.8512159078,0.3297413793,0.9084854995,0.3079319533,0.4302848576,0,0,0,0,1
One Day Soon,0.66530931,0.2599179207,0.3525881395,1.11E-06,0.6769065521,0.2067461131,0.3210537588,0,0,0,0,1
Apocalypto,0.00229006828,0.3775649795,0.9969841062,0,0.8984962406,0.581377917,0.116513172,0,0,0,0,1
Matrix,0.04799092616,1,0.6431192384,0,0.8108754028,0.5515415922,0.5973441851,0,0,0,0,1
Back To Me,0.008330581935,0.4295485636,0.7335960512,5.94E-06,0.8744092374,0.568816795,0.3928035982,0,0,0,0,1
Keep On Dreaming,0.08759096576,0.6279069767,0.4923245504,8.59E-05,0.7682062299,0.2298656048,0.1775540801,0,0,0,0,1
Like It,0.7959693391,0.3214774282,0.3596252249,0,0.8437969925,0.6287471086,0.7633326194,0,0,0,0,1
Can You Feel It,0.2170449023,0.8399452804,0.5968755341,0.2607758621,0.8630504834,0.2827862852,0.7933176269,0,0,0,0,1
Left & Right,0.153725042,0.7975376197,0.7195218803,1.64E-06,0.8506444683,0.593488127,0.9089740844,0,0,0,0,1
Get Closer,0.4361517204,0.6415868673,0.434017271,7.26E-05,0.6611976369,0.2796299007,0.6369672307,0,0,0,0,1
Way Back,0.2230753652,0.2900136799,0.5516371277,0,0.8650912997,0.4021081603,0.1443563932,0,0,0,0,1
Flow,0.06346911423,0.7154582763,0.6793099635,5.55E-06,0.8845059076,0.4057096009,0.6541015207,0,0,0,0,1
Sound Of The Underground,0.003606719343,0.5348837209,0.9014808038,1.77E-05,0.8833243824,0.674693292,0.91432855,0,0,0,0,1
Bones,0.02065282776,0.805745554,0.7406331366,0,0.9018796992,0.3827072292,0.5737845363,0,0,0,0,1
Want You Like That,0.001827732792,0.389876881,0.6169814925,0,0.8738990333,0.6398032384,0.5395159563,0,0,1,0,1
Oh Yeah,0.008461241964,0.7222982216,0.6933841344,2.11E-05,0.8146616541,0.3638450502,0.7569072607,0,0,0,0,1
Sand Dunes,0.03231172267,0.7264021888,0.9477245082,1,0.8891514501,0.4525576084,0.6134075819,0,0,0,0,1
Take Me Away,0.0325127381,0.3064295486,0.7979351181,0,0.8398764769,0.7219336515,0.3938744913,0,0,0,0,1
The Formula - FOVOS Remix,0.01050154857,0.6114911081,0.8954490163,0.9547413793,0.8661654135,0.5051796328,0.03480402656,0,0,0,0,1
Blow It Up,0.1858875108,0.7756497948,0.8783589517,0.1368534483,0.8581632653,0.4818844611,0.8222317413,0,0,0,0,1
Faux Parti,0.001626717363,0.7729138167,0.9728569562,0.8653017241,0.9941460795,0.4466723275,0.4077961019,0,0,0,0,1
Let Me Tell You Something,0.1858875108,0.4801641587,0.7496808179,0,0.8487379162,0.7352970456,0.6530306275,1,0,0,0,1
Karma,0.07372090113,0.6265389877,0.6179867904,0,0.8102309345,0.2418645507,0.0660741058,0,0,0,0,1
Baila Conmigo,0.006561646156,0.6402188782,0.8542318016,0.4407327586,0.82849087,0.4640646503,0.05161704862,0,0,0,0,1
Sensación Fenomenal,0.01914521204,0.8248974008,0.7516914138,0.0005193965517,0.7525510204,0.4465083594,0.6069822232,0,0,0,0,1
LOOK at me(x2) NOW,0.03271375353,0.8919288646,0.723543072,0.1551724138,0.8175349087,0.4642110503,0.8018847719,0,0,0,0,1
Take Me For A Ride,0.5557559009,0.487004104,0.8723271642,2.02E-06,0.8226906552,0.5339794454,0.5662882844,0,0,0,0,1
In The Dark,0.01934622747,0.7332421341,0.4541232294,0.0001357758621,0.7135875403,0.4170760987,0.002677232812,0,0,0,0,1
SICK,0.005104284292,0.8891928865,0.7285695616,0,0.9009129968,0.6224343396,0.4399228957,0,0,0,0,1
Butterflies & Bandaids (Luca Testa Remix),0.009275354453,0.4528043776,0.9658198707,0,0.9073308271,0.6518080403,0.2942814307,0,0,0,0,1
DON'T SAY,0.008280328077,0.7031463748,0.7175112845,4.32E-06,0.8684479055,0.4177905308,0.3521096595,0,0,0,0,1
Cold Hard Truth (feat. Clovet Mae),0.02899496808,0.8084815321,0.8381470349,2.14E-06,0.8906015038,0.4527508564,0.3970871707,0,0,1,0,1
ZERO GRAVITY,0.9517562969,0.009575923393,0.05793531913,0.9450431034,0.3444414608,1,0.02088241593,0,0,0,0,1
Ancestors,0.8341622707,0.683994528,0.4661868045,0.182112069,0.7446294307,0.2404298305,0.5041764832,0,0,0,0,1
Shake,0.05633306649,0.633378933,0.7838609472,0,0.8552631579,0.6517553363,0.9721567788,0,0,0,0,1
Everybody,0.3487100086,0.6306429549,0.7939139264,0.004191810345,0.6758592911,0.3709718034,0.5352323838,1,0,0,0,1
Higher,0,0.3761969904,0.8290993536,0.000150862069,0.8327067669,0.6272304044,0.4238594988,0,0,0,0,1
Crash And Burn,0.08769147348,0.6922024624,0.7798397555,2.46E-06,0.8636680988,0.4761045882,0.86292568,0,0,0,0,1
Wake Me Up - Hardstyle Remix,0.002028748222,0.4569083447,0.9356609331,1.03E-05,0.8647690655,0.5927854068,0.07367744699,0,0,0,0,1
Once Again - Roy Orion Remix,0.02698481379,0.1641586867,0.9819046374,0.7532327586,0.8752685285,0.8230023717,0.06478903405,0,0,0,0,1
Bad Memories (feat. Elley Duhé & FAST BOY),0.1185473419,0.5786593707,0.7657655846,0,0.8376745435,0.4408397505,0.6712358107,1,0,0,0,1
Heroes,0.0006296808327,0.4172366621,0.7567179034,0.5280172414,0.8263426423,0.3712411794,0.4281430713,1,0,0,0,1
Stolen Dance,0.4140400232,0.950752394,0.5626954048,0.0002575431034,0.7640977444,0.3823441572,0.6958663525,0,0,0,0,1
Reload - Hardstyle Remix,0.01974825833,0.2421340629,0.8522212058,1.31E-05,0.9204081633,0.5925160308,0.1914756907,0,0,0,0,1
Ready To Fly - Sub Focus & Dimension,0.04869448017,0.4117647059,0.9688357645,0.7155172414,0.9867615467,0.7333060053,0.4420646819,0,0,1,0,1
No Fear,0.03562847725,0.7359781122,0.7466649242,0,0.8044307197,0.2534887126,0.4838295138,0,0,0,0,1
Lipstick (feat. Robbie Rise),0.06517774538,0.8577291382,0.9195761664,0.3049568966,0.8309881847,0.4468362955,0.304990362,0,0,0,0,1
Slow Down,0.01834115032,0.4008207934,0.786876841,1.92E-06,0.8808807734,0.4757942201,0.2353823088,0,0,1,0,1
LSD,0.1949332051,0.5663474692,0.2480371558,0.1433189655,0.5955424275,0.4178022428,0,0,0,0,0,1
New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,0.01200916429,0.7277701778,0.8964543142,0.2823275862,0.8077067669,0.4585951454,0.3456843007,0,0,0,0,1
World Hold On - FISHER Rework,0.006621950784,0.8166894665,0.8884119309,0.006153017241,0.8583780881,0.4584780254,0.8822017563,1,0,0,0,1
The Drill,0.03412086153,0.7592339261,0.9698410624,0.4073275862,0.8817400644,0.4642871783,0.0179910045,0,0,0,0,1
Take It Back,0.132618422,0.389876881,0.597880832,0.006530172414,0.7011009667,0.3730741077,0.1068751339,0,0,0,0,1
Illusion,0.08176151831,0.7742818057,0.7165059865,1.89E-05,0.925,0.2419055427,0.5962732919,0,0,0,0,1
KARMA (With Jazz Cartier),0.02185892034,0.1641586867,0.9426980186,0.8566810345,0.9180719656,0.593599391,0.1604197901,0,0,0,0,1
Thrill,0.2783546083,0.8659370725,0.773807968,0,0.8726369495,0.4583257693,0.8254444206,0,0,0,0,1
No Sleep,0.1225676505,0.7222982216,0.6893629427,0,0.7816058002,0.2828682693,0.7569072607,0,0,0,0,1
One Life,0.2170449023,0.3816689466,0.8260834598,0,0.8816863588,0.7320059731,0.3895909188,0,0,0,0,1
Slow It Down,0.9336649083,0.3337893297,0.05904114684,0,0.6134264232,0.5488126958,0.07796101949,0,0,0,0,1
Jolene (feat. Angie Robba) [Adam Trigger & Flo Dosh Remix],0.1215625733,0.7154582763,0.8602635891,0.01142241379,0.8413802363,0.4526278804,0.7055043907,1,0,0,0,1
Halo,0.2733292226,0.4432284542,0.7185165824,0,0.8419978518,0.1830878693,0.4677661169,0,0,1,0,1
Your Song,0.8321521164,0.5061559508,0.3113709248,5.96E-06,0.7045112782,0.4651948584,0.3103448276,0,0,1,1,0
Make You Feel My Love,0.911553211,0.1819425445,0.1676133222,0.0004127155172,0.715037594,0.09640148742,0.06543156993,0,0,1,0,0
If I Ain't Got You,0.6060097583,0.5813953488,0.4410543565,7.39E-06,0.7555048335,0.4080695693,0.1400728207,0,0,0,1,0
I Will Always Love You,0.8492384279,0.2024623803,0.2098358348,6.06E-06,0.6645005371,0.1101689456,0.08010280574,0,0,1,1,0
Unchained Melody,0.3979587888,0.2120383037,0.2038040473,0.0005592672414,0.5515306122,0.2917576787,0.270721782,0,0,1,1,0
It's All Coming Back to Me Now - Radio Version,0.7195834759,0.2859097127,0.5003669337,0,0.7806928034,0.2290984687,0.2675091026,0,1,0,0,0
All of Me,0.9266293683,0.3255813953,0.2601007309,0,0.8109559613,0.4170175387,0.3167701863,0,1,1,0,0
A Thousand Years,0.310517077,0.3242134063,0.4038583334,0.001035560345,0.8007250269,0.5288554446,0.1347183551,0,1,1,0,0
Stand by Me,0.05944880564,0.7824897401,0.5797854694,0,0.793179377,0.499821392,0.6101949025,0,0,1,1,0
At Last,0.5497254381,0.123119015,0.3445457561,0.01433189655,0.768877551,0.2266975083,0.313557507,0,0,1,1,0
Tennessee Whiskey,0.2059890537,0.2845417237,0.3666623104,0.01034482759,0.7082706767,0,0.5106018419,0,0,1,0,0
I Try,0.3145373856,0.5595075239,0.6401033446,0.0006271551724,0.8050483351,0.1621233859,0.7504819019,0,1,0,0,0
Let's Stay Together,0.5849031382,0.7824897401,0.3978265459,0.01185344828,0.7132653061,0.3117500659,0.5127436282,0,0,1,1,0
Out Of Reach,0.002792606854,0.6607387141,0.698410624,4.01E-05,0.8024973147,0.5820864931,0.5545084601,0,0,1,0,0
My Girl,0.638172227,0.5307797538,0.4149166105,0,0.7122986037,0.3270459403,0.7055043907,0,0,1,1,0
Lover,0.494446195,0.2393980848,0.5405788505,1.70E-05,0.7970461869,0.1160425146,0.4474191476,0,0,1,0,0
This Year's Love,0.7346596331,0.1983584131,0.1625868326,3.32E-05,0.6882116004,0.681099757,0.1796958664,0,0,1,0,0
L-O-V-E,0.6894311615,0.3296853625,0.3696782041,0,0.7980934479,0.1728281557,0.6723067038,1,0,1,0,0
Can't Help Falling in Love,0.9457258341,0.2900136799,0.2892543705,0.0002112068966,0.6230397422,0.3021052323,0.3296209038,0,0,1,1,0
Baby Can I Hold You,0.08145999517,0.6949384405,0.4189378022,0,0.7178034372,0.150247416,0.4634825444,0,1,1,0,0
Kiss from a Rose,0.6874210072,0.5471956224,0.5305258713,0,0.8097207304,0.4862061898,0.202184622,0,0,1,0,0
How Long Will I Love You,0.296445997,0.2968536252,0.3003126477,0.0006950431034,0.7538668099,0.07336397974,0.1475690726,0,0,1,0,0
Bleeding Love,0.1889027422,0.6210670315,0.6541775155,0,0.8425886144,0.3239422598,0.2032555151,0,0,1,0,0
Chasing Cars,0.1999585908,0.5143638851,0.5928543424,6.97E-05,0.8790010741,0.3237958598,0.116513172,0,0,1,0,0
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",0.1728215078,0.2818057456,0.6471404301,0,0.8620032223,0.4242262759,0.116513172,0,0,1,0,0
Kiss Me,0.02306501291,0.4678522572,0.7476702221,1.90E-06,0.813641246,0.300202032,0.4131505676,0,0,1,0,1
Nothing Compares 2 U,0.04266401728,0.4487004104,0.5717430861,2.49E-05,0.812244898,0.4169414107,0.1347183551,0,1,1,0,0
When You Say Nothing At All,0.7557662532,0.4514363885,0.2389894745,0.0005818965517,0.6690655209,0.7208620033,0.3778110945,0,0,1,0,0
Time After Time,0.4894208092,0.7414500684,0.4460808461,1.44E-06,0.7534371643,0.4782595965,0.2771471407,0,0,1,0,0
Stay,0.9497461426,0.5978112175,0.3063444352,6.59E-05,0.7277121375,0.3699528592,0.09616620261,0,1,1,0,0
Wherever You Will Go,0.03683456983,0.511627907,0.7175112845,0,0.8633458647,0.3707375633,0.3596059113,0,0,1,0,0
Wonderful Tonight,0.6522433071,0.5307797538,0.2098358348,0.1390086207,0.5810687433,0.2742013879,0.4816877276,0,0,1,0,0
By Your Side,0.03462340011,0.6361149111,0.5053934233,3.87E-05,0.7258861439,0.6398090944,0.3960162776,0,0,1,0,0
Hero,0.0461817873,0.5554035568,0.6793099635,8.14E-05,0.8049140709,0.4526805844,0.04005140287,0,1,1,0,0
Turn Me On,0.8683348937,0.3351573187,0.1756557056,4.74E-06,0.7134801289,0.7140046262,0.4816877276,0,0,1,0,0
Beyond,0.2301109052,0.5430916553,0.685341751,0,0.8556390977,0.1598454016,0.1625615764,0,0,1,0,0
Put Your Records On,0.1677961221,0.7592339261,0.5084093171,1.44E-06,0.7900107411,0.2771059643,0.5427286357,1,0,1,0,0
My Love Is Your Love,0.05633306649,0.8016415869,0.472218592,5.09E-06,0.7452201933,0.1978918397,0.4688370101,0,0,1,0,0
You Are So Beautiful,0.8502435051,0.1545827633,0.1776663014,0.002877155172,0.7067669173,0.2030451205,0.06082672949,0,0,1,0,0
No One,0.0209543509,0.6292749658,0.5466106381,9.54E-06,0.855236305,0.2419816707,0.1411437139,0,0,1,0,1
Every Breath You Take,0.5457051295,0.8700410397,0.4490967398,0.003168103448,0.737593985,0.4022077124,0.7547654744,0,0,1,0,0
Total Eclipse of the Heart,0.1456844249,0.3378932969,0.7215324761,0,0.8425617615,0.4768131643,0.1657742557,0,1,1,0,0
When a Man Loves a Woman - 2000 Remaster,0.09854630667,0.4678522572,0.4330119731,8.29E-06,0.838990333,0.2821714051,0.2685799957,0,0,1,0,0
I'll Stand by You,0.3014713827,0.3474692202,0.6039126195,4.84E-06,0.8247851772,0.4983691037,0.2471621332,0,0,1,0,0
(Everything I Do) I Do It For You,0.07784171744,0.4678522572,0.3616358208,1.45E-05,0.6621643394,0.4833250373,0.2332405226,0,0,1,0,0
Angels - 2004 Mix,0.1426691934,0.2859097127,0.5988861299,2.03E-05,0.8375134264,0.5933358709,0.2899978582,0,0,1,0,0
Eternal Flame,0.638172227,0.4610123119,0.2289364953,0,0.633216971,0.1769215003,0.390661812,0,1,1,0,0
Can You Feel The Love Tonight,0.8170759592,0.1545827633,0.3606305229,0.0008200431034,0.7519602578,0.4326413492,0.1218676376,0,0,1,0,0
"My Heart Will Go On - Love Theme from ""Titanic""",0.7356647103,0.3337893297,0.2721643059,5.74E-06,0.6856874329,0.2955933593,0.003212679375,0,0,1,0,0
Truly Madly Deeply,0.4049943289,0.5075239398,0.6964000281,0,0.7623523093,0.6992182239,0.8361533519,0,0,1,0,0
She's Always a Woman,0.8009947249,0.1477428181,0.3204186061,0.0005096982759,0.6785177229,0.7490586478,0.373527522,0,0,1,0,0
Warwick Avenue,0.3406693914,0.4227086183,0.5878278528,0,0.8445220193,0.7096887536,0.4998929107,0,1,1,0,0
I Have Nothing,0.5788726753,0.488372093,0.3978265459,0,0.7187164339,0.6103416977,0.219318912,0,0,1,0,0
We Belong Together,0.03402035382,0.8932968536,0.459149719,0,0.7887755102,0.5344654935,0.7783251232,0,0,1,0,1
Take My Breath Away,0.06155946765,0.4281805746,0.7175112845,0,0.7483082707,0.2755307001,0.5480831013,0,0,1,0,0
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",0.7477256361,0.804377565,0.3676676083,0,0.8464285714,0.2802447808,0.6947954594,1,0,1,0,0
Save Tonight,4.11E-05,0.4965800274,0.6913735385,5.88E-05,0.7647153598,0.4148918104,0.5866352538,1,0,1,0,0
You Make It Real,0.2100093623,0.3447332421,0.5546530214,0,0.8584586466,0.2072204492,0.3114157207,0,0,1,0,0
Take Me Home,0.7617967161,0.3803009576,0.3917947584,0,0.7488721805,0.1964161274,0.631612765,0,0,1,0,0
I Swear,0.8472282736,0.5554035568,0.5697324902,0.2467672414,0.8748657358,0.2401136064,0.9518098094,0,0,1,0,0
Careless Whisper,0.1306082677,0.5335157319,0.6260291737,0,0.7639366273,0.6113723538,0.8222317413,0,0,1,0,0
You're Still The One,0.364791243,0.5485636115,0.4913192525,0,0.7656552095,0.4983691037,0.6412508032,1,0,1,0,0
With Or Without You,0.0001512641107,0.487004104,0.4259748877,0.3825431034,0.6831901182,0.3598688256,0.08331548511,0,1,1,0,0
Purple Rain,0.03542746182,0.2503419973,0.4490967398,0.002456896552,0.7207841031,0.3768219483,0.1647033626,0,0,1,0,0
Last Request,0.242171831,0.5759233926,0.7024318157,0,0.8243823845,0.1886042222,0.390661812,0,0,1,0,0
I Want to Know What Love Is - 1999 Remaster,0.1939281279,0.4008207934,0.4681974003,1.90E-06,0.7311493018,0.1902380464,0.4152923538,0,0,1,0,0
Be My Baby,0.1818672022,0.4473324213,0.7677761805,0,0.8118152524,0.4739788598,0.8382951381,1,0,1,0,0
Killing Me Softly With His Song,0.02798989093,0.7948016416,0.2862384768,0,0.5410042965,0.2558545369,0.5041764832,0,1,1,0,0
(Sittin' On) the Dock of the Bay,0.6874210072,0.8002735978,0.3636464166,1.75E-05,0.6991944146,0.3215120194,0.5352323838,1,0,0,0,0
Ordinary People,0.9326598311,0.389876881,0.1274014054,0,0.6246777658,0.1069949931,0.347826087,0,1,1,0,0
Sexual Healing,0.119552419,0.8495212038,0.5998914278,0.0001314655172,0.7401718582,0.2674084268,0.7590490469,0,0,1,0,1
Ain't No Sunshine,0.4592684948,0.4692202462,0.4119007168,1.85E-05,0.6931525242,0.1724650836,0.5138145213,0,1,1,0,0
I Say a Little Prayer,0.4803751149,0.5581395349,0.3515828416,0,0.6233351235,0.493742863,0.4966802313,0,0,1,0,0
A Thousand Miles,0.3245881571,0.5143638851,0.824072864,0,0.8969387755,0.2706233713,0.2493039195,0,0,1,0,0
Heaven,0.07110770055,0.5294117647,0.7597337971,0,0.9070622986,0.2534067285,0.69158278,0,0,1,0,0
Mandy,0.4200704861,0.169630643,0.4611603149,2.68E-06,0.7581095596,0.3221737475,0.3028485757,0,0,1,0,0
"Endless Love - From ""The Endless Love"" Soundtrack",0.7487307132,0.3789329685,0.271159008,0.0002359913793,0.6695220193,0.2600532896,0.09509530949,0,0,1,0,0
Without You,0.2140296709,0.6538987688,0.4098901209,0,0.8030880773,0.2593447135,0.4624116513,0,1,1,0,0
Lay Me Down - Single Version,0.9205989054,0.3761969904,0.1746504076,0,0.7071160043,0.4634966182,0.2546583851,0,1,1,0,0
Just Be,0.6261113012,0.4322845417,0.6561881113,0,0.8288131042,0.1602787456,0.2514457057,0,1,1,0,0
Nothing's Gonna Change My Love for You,0.767827179,0.5047879617,0.6119550029,0,0.8637486574,0.5148010424,0.3317626901,0,0,1,0,0
I'll Make Love To You,0.09995341467,0.5239398085,0.4983563379,0,0.7848012889,0.549708664,0.176483187,0,0,1,0,0
Saving All My Love for You,0.5959589868,0.6183310534,0.2601007309,4.55E-05,0.6094790548,0.2962316634,0.245020347,0,0,1,0,0
